order_id,item_id,customer_id,product_id,staff_id,store_id,quantity,list_price,discount,discount_percentage,total_price,order_status,order_status_desc,order_date,required_date,shipped_date,ship_status,days_to_ship,delay_vs_required
315,2,1263,9,6,2,1,2999.99,0.1,10.0,2699.99,4,Completed,2016-07-16,2016-07-19,2016-07-17,Completed,1.0,-2.0
316,1,670,2,7,2,2,749.99,0.2,20.0,1199.98,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
316,2,670,16,7,2,2,599.99,0.1,10.0,1079.98,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
316,3,670,20,7,2,1,599.99,0.1,10.0,539.99,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
316,4,670,19,7,2,1,449.0,0.2,20.0,359.2,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
316,5,670,17,7,2,1,429.0,0.05,5.0,407.55,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
317,1,795,10,7,2,1,1549.0,0.2,20.0,1239.2,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
317,2,795,22,7,2,1,269.99,0.05,5.0,256.49,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
317,3,795,15,7,2,1,529.99,0.05,5.0,503.49,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
317,4,795,13,7,2,2,269.99,0.2,20.0,431.98,4,Completed,2016-07-17,2016-07-20,2016-07-19,Completed,2.0,-1.0
318,1,1141,13,7,2,2,269.99,0.1,10.0,485.98,4,Completed,2016-07-17,2016-07-19,2016-07-20,Completed,3.0,1.0
318,2,1141,25,7,2,2,499.99,0.2,20.0,799.98,4,Completed,2016-07-17,2016-07-19,2016-07-20,Completed,3.0,1.0
318,3,1141,9,7,2,1,2999.99,0.05,5.0,2849.99,4,Completed,2016-07-17,2016-07-19,2016-07-20,Completed,3.0,1.0
319,1,941,11,6,2,1,1680.99,0.07,7.0,1563.32,4,Completed,2016-07-18,2016-07-21,2016-07-21,Completed,3.0,0.0
319,2,941,21,6,2,1,269.99,0.2,20.0,215.99,4,Completed,2016-07-18,2016-07-21,2016-07-21,Completed,3.0,0.0
319,3,941,15,6,2,2,529.99,0.1,10.0,953.98,4,Completed,2016-07-18,2016-07-21,2016-07-21,Completed,3.0,0.0
319,4,941,23,6,2,1,299.99,0.05,5.0,284.99,4,Completed,2016-07-18,2016-07-21,2016-07-21,Completed,3.0,0.0
320,1,1428,2,2,1,1,749.99,0.1,10.0,674.99,4,Completed,2016-07-19,2016-07-20,2016-07-21,Completed,2.0,1.0
321,1,568,4,6,2,2,2899.99,0.2,20.0,4639.98,4,Completed,2016-07-19,2016-07-22,2016-07-21,Completed,2.0,-1.0
321,2,568,12,6,2,2,549.99,0.2,20.0,879.98,4,Completed,2016-07-19,2016-07-22,2016-07-21,Completed,2.0,-1.0
321,3,568,26,6,2,1,599.99,0.2,20.0,479.99,4,Completed,2016-07-19,2016-07-22,2016-07-21,Completed,2.0,-1.0
321,4,568,23,6,2,2,299.99,0.2,20.0,479.98,4,Completed,2016-07-19,2016-07-22,2016-07-21,Completed,2.0,-1.0
322,1,924,13,6,2,2,269.99,0.2,20.0,431.98,4,Completed,2016-07-19,2016-07-22,2016-07-20,Completed,1.0,-2.0
322,2,924,21,6,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-07-19,2016-07-22,2016-07-20,Completed,1.0,-2.0
323,1,1243,13,6,2,2,269.99,0.07,7.0,502.18,4,Completed,2016-07-19,2016-07-22,2016-07-21,Completed,2.0,-1.0
323,2,1243,26,6,2,2,599.99,0.1,10.0,1079.98,4,Completed,2016-07-19,2016-07-22,2016-07-21,Completed,2.0,-1.0
324,1,480,2,6,2,2,749.99,0.1,10.0,1349.98,4,Completed,2016-07-20,2016-07-22,2016-07-23,Completed,3.0,1.0
324,2,480,17,6,2,1,429.0,0.2,20.0,343.2,4,Completed,2016-07-20,2016-07-22,2016-07-23,Completed,3.0,1.0
324,3,480,22,6,2,2,269.99,0.2,20.0,431.98,4,Completed,2016-07-20,2016-07-22,2016-07-23,Completed,3.0,1.0
324,4,480,19,6,2,1,449.0,0.05,5.0,426.55,4,Completed,2016-07-20,2016-07-22,2016-07-23,Completed,3.0,1.0
324,5,480,12,6,2,1,549.99,0.05,5.0,522.49,4,Completed,2016-07-20,2016-07-22,2016-07-23,Completed,3.0,1.0
325,1,848,7,6,2,1,3999.99,0.05,5.0,3799.99,4,Completed,2016-07-20,2016-07-21,2016-07-21,Completed,1.0,0.0
325,2,848,12,6,2,1,549.99,0.2,20.0,439.99,4,Completed,2016-07-20,2016-07-21,2016-07-21,Completed,1.0,0.0
325,3,848,6,6,2,2,469.99,0.2,20.0,751.98,4,Completed,2016-07-20,2016-07-21,2016-07-21,Completed,1.0,0.0
326,1,1337,12,9,3,1,549.99,0.1,10.0,494.99,4,Completed,2016-07-20,2016-07-21,2016-07-22,Completed,2.0,1.0
326,2,1337,23,9,3,1,299.99,0.07,7.0,278.99,4,Completed,2016-07-20,2016-07-21,2016-07-22,Completed,2.0,1.0
327,1,83,12,6,2,2,549.99,0.07,7.0,1022.98,4,Completed,2016-07-21,2016-07-24,2016-07-22,Completed,1.0,-2.0
327,2,83,13,6,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-07-21,2016-07-24,2016-07-22,Completed,1.0,-2.0
327,3,83,4,6,2,1,2899.99,0.05,5.0,2754.99,4,Completed,2016-07-21,2016-07-24,2016-07-22,Completed,1.0,-2.0
328,1,528,6,6,2,2,469.99,0.1,10.0,845.98,4,Completed,2016-07-23,2016-07-26,2016-07-25,Completed,2.0,-1.0
329,1,274,14,6,2,2,269.99,0.07,7.0,502.18,4,Completed,2016-07-24,2016-07-27,2016-07-26,Completed,2.0,-1.0
329,2,274,8,6,2,2,1799.99,0.05,5.0,3419.98,4,Completed,2016-07-24,2016-07-27,2016-07-26,Completed,2.0,-1.0
329,3,274,23,6,2,1,299.99,0.2,20.0,239.99,4,Completed,2016-07-24,2016-07-27,2016-07-26,Completed,2.0,-1.0
329,4,274,17,6,2,1,429.0,0.07,7.0,398.97,4,Completed,2016-07-24,2016-07-27,2016-07-26,Completed,2.0,-1.0
329,5,274,26,6,2,2,599.99,0.05,5.0,1139.98,4,Completed,2016-07-24,2016-07-27,2016-07-26,Completed,2.0,-1.0
330,1,622,21,6,2,2,269.99,0.05,5.0,512.98,4,Completed,2016-07-24,2016-07-27,2016-07-27,Completed,3.0,0.0
331,1,642,17,6,2,2,429.0,0.1,10.0,772.2,4,Completed,2016-07-24,2016-07-26,2016-07-25,Completed,1.0,-1.0
332,1,659,18,7,2,2,449.0,0.05,5.0,853.1,4,Completed,2016-07-24,2016-07-26,2016-07-26,Completed,2.0,0.0
333,1,779,18,6,2,2,449.0,0.07,7.0,835.14,4,Completed,2016-07-25,2016-07-27,2016-07-26,Completed,1.0,-1.0
333,2,779,8,6,2,2,1799.99,0.05,5.0,3419.98,4,Completed,2016-07-25,2016-07-27,2016-07-26,Completed,1.0,-1.0
333,3,779,3,6,2,1,999.99,0.2,20.0,799.99,4,Completed,2016-07-25,2016-07-27,2016-07-26,Completed,1.0,-1.0
334,1,1112,16,7,2,2,599.99,0.2,20.0,959.98,4,Completed,2016-07-25,2016-07-28,2016-07-27,Completed,2.0,-1.0
334,2,1112,9,7,2,1,2999.99,0.05,5.0,2849.99,4,Completed,2016-07-25,2016-07-28,2016-07-27,Completed,2.0,-1.0
334,3,1112,3,7,2,2,999.99,0.05,5.0,1899.98,4,Completed,2016-07-25,2016-07-28,2016-07-27,Completed,2.0,-1.0
335,1,1193,6,6,2,1,469.99,0.1,10.0,422.99,4,Completed,2016-07-25,2016-07-27,2016-07-26,Completed,1.0,-1.0
335,2,1193,2,6,2,2,749.99,0.1,10.0,1349.98,4,Completed,2016-07-25,2016-07-27,2016-07-26,Completed,1.0,-1.0
335,3,1193,21,6,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-07-25,2016-07-27,2016-07-26,Completed,1.0,-1.0
336,1,1030,4,7,2,1,2899.99,0.1,10.0,2609.99,4,Completed,2016-07-26,2016-07-29,2016-07-27,Completed,1.0,-2.0
336,2,1030,12,7,2,1,549.99,0.2,20.0,439.99,4,Completed,2016-07-26,2016-07-29,2016-07-27,Completed,1.0,-2.0
337,1,1252,18,7,2,1,449.0,0.05,5.0,426.55,4,Completed,2016-07-26,2016-07-27,2016-07-28,Completed,2.0,1.0
337,2,1252,4,7,2,1,2899.99,0.05,5.0,2754.99,4,Completed,2016-07-26,2016-07-27,2016-07-28,Completed,2.0,1.0
338,1,1333,6,3,1,2,469.99,0.07,7.0,874.18,4,Completed,2016-07-28,2016-07-29,2016-07-30,Completed,2.0,1.0
338,2,1333,10,3,1,1,1549.0,0.07,7.0,1440.57,4,Completed,2016-07-28,2016-07-29,2016-07-30,Completed,2.0,1.0
338,3,1333,22,3,1,1,269.99,0.1,10.0,242.99,4,Completed,2016-07-28,2016-07-29,2016-07-30,Completed,2.0,1.0
338,4,1333,11,3,1,2,1680.99,0.07,7.0,3126.64,4,Completed,2016-07-28,2016-07-29,2016-07-30,Completed,2.0,1.0
338,5,1333,9,3,1,1,2999.99,0.05,5.0,2849.99,4,Completed,2016-07-28,2016-07-29,2016-07-30,Completed,2.0,1.0
339,1,1110,13,7,2,1,269.99,0.1,10.0,242.99,4,Completed,2016-07-28,2016-07-31,2016-07-29,Completed,1.0,-2.0
339,2,1110,15,7,2,2,529.99,0.05,5.0,1006.98,4,Completed,2016-07-28,2016-07-31,2016-07-29,Completed,1.0,-2.0
340,1,963,11,7,2,1,1680.99,0.05,5.0,1596.94,4,Completed,2016-07-29,2016-07-30,2016-07-31,Completed,2.0,1.0
340,2,963,24,7,2,1,549.99,0.05,5.0,522.49,4,Completed,2016-07-29,2016-07-30,2016-07-31,Completed,2.0,1.0
340,3,963,13,7,2,2,269.99,0.1,10.0,485.98,4,Completed,2016-07-29,2016-07-30,2016-07-31,Completed,2.0,1.0
340,4,963,12,7,2,2,549.99,0.07,7.0,1022.98,4,Completed,2016-07-29,2016-07-30,2016-07-31,Completed,2.0,1.0
340,5,963,10,7,2,2,1549.0,0.1,10.0,2788.2,4,Completed,2016-07-29,2016-07-30,2016-07-31,Completed,2.0,1.0
341,1,1357,23,3,1,2,299.99,0.05,5.0,569.98,4,Completed,2016-07-31,2016-08-03,2016-08-01,Completed,1.0,-2.0
342,1,806,26,7,2,1,599.99,0.07,7.0,557.99,4,Completed,2016-07-31,2016-08-01,2016-08-03,Completed,3.0,2.0
342,2,806,9,7,2,1,2999.99,0.2,20.0,2399.99,4,Completed,2016-07-31,2016-08-01,2016-08-03,Completed,3.0,2.0
342,3,806,16,7,2,2,599.99,0.1,10.0,1079.98,4,Completed,2016-07-31,2016-08-01,2016-08-03,Completed,3.0,2.0
343,1,961,20,7,2,2,599.99,0.2,20.0,959.98,4,Completed,2016-07-31,2016-08-02,2016-08-01,Completed,1.0,-1.0
343,2,961,25,7,2,1,499.99,0.05,5.0,474.99,4,Completed,2016-07-31,2016-08-02,2016-08-01,Completed,1.0,-1.0
343,3,961,5,7,2,2,1320.99,0.05,5.0,2509.88,4,Completed,2016-07-31,2016-08-02,2016-08-01,Completed,1.0,-1.0
343,4,961,10,7,2,1,1549.0,0.1,10.0,1394.1,4,Completed,2016-07-31,2016-08-02,2016-08-01,Completed,1.0,-1.0
344,1,750,22,6,2,1,269.99,0.05,5.0,256.49,4,Completed,2016-08-01,2016-08-03,2016-08-02,Completed,1.0,-1.0
344,2,750,18,6,2,2,449.0,0.07,7.0,835.14,4,Completed,2016-08-01,2016-08-03,2016-08-02,Completed,1.0,-1.0
344,3,750,14,6,2,1,269.99,0.2,20.0,215.99,4,Completed,2016-08-01,2016-08-03,2016-08-02,Completed,1.0,-1.0
345,1,1299,18,6,2,2,449.0,0.1,10.0,808.2,4,Completed,2016-08-01,2016-08-04,2016-08-03,Completed,2.0,-1.0
345,2,1299,24,6,2,2,549.99,0.07,7.0,1022.98,4,Completed,2016-08-01,2016-08-04,2016-08-03,Completed,2.0,-1.0
346,1,584,13,9,3,1,269.99,0.07,7.0,251.09,4,Completed,2016-08-01,2016-08-03,2016-08-02,Completed,1.0,-1.0
346,2,584,23,9,3,1,299.99,0.2,20.0,239.99,4,Completed,2016-08-01,2016-08-03,2016-08-02,Completed,1.0,-1.0
346,3,584,21,9,3,1,269.99,0.1,10.0,242.99,4,Completed,2016-08-01,2016-08-03,2016-08-02,Completed,1.0,-1.0
346,4,584,15,9,3,1,529.99,0.05,5.0,503.49,4,Completed,2016-08-01,2016-08-03,2016-08-02,Completed,1.0,-1.0
346,5,584,18,9,3,2,449.0,0.05,5.0,853.1,4,Completed,2016-08-01,2016-08-03,2016-08-02,Completed,1.0,-1.0
347,1,1004,23,6,2,1,299.99,0.07,7.0,278.99,4,Completed,2016-08-02,2016-08-03,2016-08-05,Completed,3.0,2.0
348,1,907,5,9,3,2,1320.99,0.05,5.0,2509.88,4,Completed,2016-08-02,2016-08-05,2016-08-04,Completed,2.0,-1.0
348,2,907,15,9,3,2,529.99,0.07,7.0,985.78,4,Completed,2016-08-02,2016-08-05,2016-08-04,Completed,2.0,-1.0
349,1,30,20,3,1,2,599.99,0.2,20.0,959.98,3,Rejected,2016-08-03,2016-08-03,,Pending,,
350,1,31,6,3,1,2,469.99,0.05,5.0,892.98,3,Rejected,2016-08-03,2016-08-03,,Pending,,
350,2,31,20,3,1,1,599.99,0.07,7.0,557.99,3,Rejected,2016-08-03,2016-08-03,,Pending,,
350,3,31,3,3,1,1,999.99,0.07,7.0,929.99,3,Rejected,2016-08-03,2016-08-03,,Pending,,
351,1,1307,4,2,1,2,2899.99,0.05,5.0,5509.98,4,Completed,2016-08-03,2016-08-06,2016-08-04,Completed,1.0,-2.0
351,2,1307,24,2,1,2,549.99,0.1,10.0,989.98,4,Completed,2016-08-03,2016-08-06,2016-08-04,Completed,1.0,-2.0
351,3,1307,20,2,1,1,599.99,0.2,20.0,479.99,4,Completed,2016-08-03,2016-08-06,2016-08-04,Completed,1.0,-2.0
351,4,1307,22,2,1,2,269.99,0.07,7.0,502.18,4,Completed,2016-08-03,2016-08-06,2016-08-04,Completed,1.0,-2.0
352,1,16,11,7,2,1,1680.99,0.2,20.0,1344.79,4,Completed,2016-08-03,2016-08-04,2016-08-06,Completed,3.0,2.0
352,2,16,14,7,2,1,269.99,0.2,20.0,215.99,4,Completed,2016-08-03,2016-08-04,2016-08-06,Completed,3.0,2.0
353,1,1387,2,7,2,2,749.99,0.2,20.0,1199.98,4,Completed,2016-08-03,2016-08-06,2016-08-06,Completed,3.0,0.0
354,1,551,21,8,3,1,269.99,0.2,20.0,215.99,4,Completed,2016-08-03,2016-08-05,2016-08-06,Completed,3.0,1.0
354,2,551,19,8,3,1,449.0,0.05,5.0,426.55,4,Completed,2016-08-03,2016-08-05,2016-08-06,Completed,3.0,1.0
355,1,1011,16,8,3,1,599.99,0.1,10.0,539.99,4,Completed,2016-08-03,2016-08-05,2016-08-05,Completed,2.0,0.0
355,2,1011,14,8,3,2,269.99,0.07,7.0,502.18,4,Completed,2016-08-03,2016-08-05,2016-08-05,Completed,2.0,0.0
356,1,1189,23,6,2,2,299.99,0.05,5.0,569.98,4,Completed,2016-08-04,2016-08-07,2016-08-06,Completed,2.0,-1.0
356,2,1189,4,6,2,1,2899.99,0.05,5.0,2754.99,4,Completed,2016-08-04,2016-08-07,2016-08-06,Completed,2.0,-1.0
356,3,1189,13,6,2,1,269.99,0.05,5.0,256.49,4,Completed,2016-08-04,2016-08-07,2016-08-06,Completed,2.0,-1.0
357,1,14,17,8,3,2,429.0,0.05,5.0,815.1,3,Rejected,2016-08-05,2016-08-05,,Pending,,
357,2,14,21,8,3,2,269.99,0.07,7.0,502.18,3,Rejected,2016-08-05,2016-08-05,,Pending,,
357,3,14,24,8,3,1,549.99,0.07,7.0,511.49,3,Rejected,2016-08-05,2016-08-05,,Pending,,
357,4,14,9,8,3,1,2999.99,0.05,5.0,2849.99,3,Rejected,2016-08-05,2016-08-05,,Pending,,
358,1,1042,21,7,2,2,269.99,0.1,10.0,485.98,4,Completed,2016-08-05,2016-08-07,2016-08-07,Completed,2.0,0.0
358,2,1042,6,7,2,2,469.99,0.07,7.0,874.18,4,Completed,2016-08-05,2016-08-07,2016-08-07,Completed,2.0,0.0
358,3,1042,8,7,2,2,1799.99,0.05,5.0,3419.98,4,Completed,2016-08-05,2016-08-07,2016-08-07,Completed,2.0,0.0
358,4,1042,18,7,2,2,449.0,0.1,10.0,808.2,4,Completed,2016-08-05,2016-08-07,2016-08-07,Completed,2.0,0.0
359,1,441,15,7,2,2,529.99,0.07,7.0,985.78,4,Completed,2016-08-07,2016-08-10,2016-08-10,Completed,3.0,0.0
359,2,441,9,7,2,2,2999.99,0.07,7.0,5579.98,4,Completed,2016-08-07,2016-08-10,2016-08-10,Completed,3.0,0.0
359,3,441,7,7,2,2,3999.99,0.2,20.0,6399.98,4,Completed,2016-08-07,2016-08-10,2016-08-10,Completed,3.0,0.0
360,1,1300,26,6,2,1,599.99,0.05,5.0,569.99,4,Completed,2016-08-07,2016-08-09,2016-08-10,Completed,3.0,1.0
360,2,1300,7,6,2,2,3999.99,0.2,20.0,6399.98,4,Completed,2016-08-07,2016-08-09,2016-08-10,Completed,3.0,1.0
360,3,1300,13,6,2,2,269.99,0.05,5.0,512.98,4,Completed,2016-08-07,2016-08-09,2016-08-10,Completed,3.0,1.0
360,4,1300,25,6,2,1,499.99,0.1,10.0,449.99,4,Completed,2016-08-07,2016-08-09,2016-08-10,Completed,3.0,1.0
361,1,994,24,6,2,2,549.99,0.05,5.0,1044.98,4,Completed,2016-08-08,2016-08-09,2016-08-11,Completed,3.0,2.0
361,2,994,6,6,2,2,469.99,0.1,10.0,845.98,4,Completed,2016-08-08,2016-08-09,2016-08-11,Completed,3.0,2.0
361,3,994,11,6,2,1,1680.99,0.1,10.0,1512.89,4,Completed,2016-08-08,2016-08-09,2016-08-11,Completed,3.0,2.0
362,1,187,2,2,1,1,749.99,0.07,7.0,697.49,4,Completed,2016-08-09,2016-08-11,2016-08-11,Completed,2.0,0.0
363,1,834,21,8,3,2,269.99,0.1,10.0,485.98,4,Completed,2016-08-11,2016-08-12,2016-08-13,Completed,2.0,1.0
363,2,834,14,8,3,1,269.99,0.07,7.0,251.09,4,Completed,2016-08-11,2016-08-12,2016-08-13,Completed,2.0,1.0
363,3,834,15,8,3,1,529.99,0.1,10.0,476.99,4,Completed,2016-08-11,2016-08-12,2016-08-13,Completed,2.0,1.0
363,4,834,20,8,3,1,599.99,0.2,20.0,479.99,4,Completed,2016-08-11,2016-08-12,2016-08-13,Completed,2.0,1.0
364,1,373,25,6,2,2,499.99,0.05,5.0,949.98,4,Completed,2016-08-12,2016-08-14,2016-08-13,Completed,1.0,-1.0
365,1,981,24,6,2,2,549.99,0.07,7.0,1022.98,4,Completed,2016-08-13,2016-08-14,2016-08-15,Completed,2.0,1.0
366,1,1054,21,9,3,1,269.99,0.1,10.0,242.99,4,Completed,2016-08-13,2016-08-14,2016-08-14,Completed,1.0,0.0
366,2,1054,4,9,3,1,2899.99,0.07,7.0,2696.99,4,Completed,2016-08-13,2016-08-14,2016-08-14,Completed,1.0,0.0
366,3,1054,16,9,3,2,599.99,0.2,20.0,959.98,4,Completed,2016-08-13,2016-08-14,2016-08-14,Completed,1.0,0.0
367,1,527,26,7,2,2,599.99,0.1,10.0,1079.98,4,Completed,2016-08-14,2016-08-15,2016-08-15,Completed,1.0,0.0
367,2,527,14,7,2,1,269.99,0.05,5.0,256.49,4,Completed,2016-08-14,2016-08-15,2016-08-15,Completed,1.0,0.0
367,3,527,10,7,2,2,1549.0,0.05,5.0,2943.1,4,Completed,2016-08-14,2016-08-15,2016-08-15,Completed,1.0,0.0
368,1,995,5,7,2,1,1320.99,0.2,20.0,1056.79,4,Completed,2016-08-14,2016-08-15,2016-08-17,Completed,3.0,2.0
368,2,995,10,7,2,2,1549.0,0.2,20.0,2478.4,4,Completed,2016-08-14,2016-08-15,2016-08-17,Completed,3.0,2.0
368,3,995,21,7,2,2,269.99,0.1,10.0,485.98,4,Completed,2016-08-14,2016-08-15,2016-08-17,Completed,3.0,2.0
368,4,995,19,7,2,1,449.0,0.05,5.0,426.55,4,Completed,2016-08-14,2016-08-15,2016-08-17,Completed,3.0,2.0
369,1,1285,10,3,1,2,1549.0,0.07,7.0,2881.14,4,Completed,2016-08-15,2016-08-18,2016-08-18,Completed,3.0,0.0
370,1,758,25,7,2,2,499.99,0.05,5.0,949.98,4,Completed,2016-08-15,2016-08-18,2016-08-18,Completed,3.0,0.0
370,2,758,4,7,2,2,2899.99,0.1,10.0,5219.98,4,Completed,2016-08-15,2016-08-18,2016-08-18,Completed,3.0,0.0
371,1,891,14,7,2,1,269.99,0.2,20.0,215.99,4,Completed,2016-08-15,2016-08-16,2016-08-18,Completed,3.0,2.0
371,2,891,12,7,2,1,549.99,0.2,20.0,439.99,4,Completed,2016-08-15,2016-08-16,2016-08-18,Completed,3.0,2.0
372,1,132,11,6,2,1,1680.99,0.05,5.0,1596.94,4,Completed,2016-08-16,2016-08-18,2016-08-18,Completed,2.0,0.0
372,2,132,14,6,2,2,269.99,0.1,10.0,485.98,4,Completed,2016-08-16,2016-08-18,2016-08-18,Completed,2.0,0.0
372,3,132,5,6,2,1,1320.99,0.1,10.0,1188.89,4,Completed,2016-08-16,2016-08-18,2016-08-18,Completed,2.0,0.0
373,1,337,8,7,2,2,1799.99,0.05,5.0,3419.98,4,Completed,2016-08-16,2016-08-19,2016-08-17,Completed,1.0,-2.0
373,2,337,22,7,2,1,269.99,0.1,10.0,242.99,4,Completed,2016-08-16,2016-08-19,2016-08-17,Completed,1.0,-2.0
373,3,337,19,7,2,2,449.0,0.2,20.0,718.4,4,Completed,2016-08-16,2016-08-19,2016-08-17,Completed,1.0,-2.0
373,4,337,12,7,2,1,549.99,0.1,10.0,494.99,4,Completed,2016-08-16,2016-08-19,2016-08-17,Completed,1.0,-2.0
373,5,337,13,7,2,1,269.99,0.1,10.0,242.99,4,Completed,2016-08-16,2016-08-19,2016-08-17,Completed,1.0,-2.0
374,1,1313,10,2,1,1,1549.0,0.1,10.0,1394.1,4,Completed,2016-08-17,2016-08-19,2016-08-18,Completed,1.0,-1.0
374,2,1313,7,2,1,1,3999.99,0.07,7.0,3719.99,4,Completed,2016-08-17,2016-08-19,2016-08-18,Completed,1.0,-1.0
375,1,536,21,7,2,2,269.99,0.05,5.0,512.98,4,Completed,2016-08-17,2016-08-20,2016-08-20,Completed,3.0,0.0
375,2,536,2,7,2,2,749.99,0.05,5.0,1424.98,4,Completed,2016-08-17,2016-08-20,2016-08-20,Completed,3.0,0.0
375,3,536,4,7,2,2,2899.99,0.07,7.0,5393.98,4,Completed,2016-08-17,2016-08-20,2016-08-20,Completed,3.0,0.0
375,4,536,12,7,2,2,549.99,0.05,5.0,1044.98,4,Completed,2016-08-17,2016-08-20,2016-08-20,Completed,3.0,0.0
376,1,825,2,6,2,2,749.99,0.07,7.0,1394.98,4,Completed,2016-08-17,2016-08-19,2016-08-18,Completed,1.0,-1.0
376,2,825,23,6,2,2,299.99,0.1,10.0,539.98,4,Completed,2016-08-17,2016-08-19,2016-08-18,Completed,1.0,-1.0
377,1,1355,8,6,2,1,1799.99,0.05,5.0,1709.99,4,Completed,2016-08-17,2016-08-19,2016-08-20,Completed,3.0,1.0
377,2,1355,14,6,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-08-17,2016-08-19,2016-08-20,Completed,3.0,1.0
378,1,475,26,9,3,2,599.99,0.05,5.0,1139.98,4,Completed,2016-08-17,2016-08-20,2016-08-20,Completed,3.0,0.0
379,1,954,9,7,2,1,2999.99,0.07,7.0,2789.99,4,Completed,2016-08-18,2016-08-21,2016-08-21,Completed,3.0,0.0
379,2,954,16,7,2,1,599.99,0.2,20.0,479.99,4,Completed,2016-08-18,2016-08-21,2016-08-21,Completed,3.0,0.0
380,1,1156,16,7,2,1,599.99,0.05,5.0,569.99,4,Completed,2016-08-19,2016-08-20,2016-08-21,Completed,2.0,1.0
380,2,1156,11,7,2,2,1680.99,0.05,5.0,3193.88,4,Completed,2016-08-19,2016-08-20,2016-08-21,Completed,2.0,1.0
381,1,1297,21,7,2,2,269.99,0.07,7.0,502.18,4,Completed,2016-08-19,2016-08-21,2016-08-21,Completed,2.0,0.0
382,1,199,8,6,2,1,1799.99,0.1,10.0,1619.99,4,Completed,2016-08-20,2016-08-23,2016-08-23,Completed,3.0,0.0
382,2,199,9,6,2,1,2999.99,0.1,10.0,2699.99,4,Completed,2016-08-20,2016-08-23,2016-08-23,Completed,3.0,0.0
382,3,199,13,6,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-08-20,2016-08-23,2016-08-23,Completed,3.0,0.0
383,1,331,19,7,2,1,449.0,0.07,7.0,417.57,4,Completed,2016-08-20,2016-08-23,2016-08-22,Completed,2.0,-1.0
383,2,331,22,7,2,2,269.99,0.05,5.0,512.98,4,Completed,2016-08-20,2016-08-23,2016-08-22,Completed,2.0,-1.0
383,3,331,13,7,2,1,269.99,0.1,10.0,242.99,4,Completed,2016-08-20,2016-08-23,2016-08-22,Completed,2.0,-1.0
383,4,331,21,7,2,2,269.99,0.05,5.0,512.98,4,Completed,2016-08-20,2016-08-23,2016-08-22,Completed,2.0,-1.0
383,5,331,14,7,2,1,269.99,0.1,10.0,242.99,4,Completed,2016-08-20,2016-08-23,2016-08-22,Completed,2.0,-1.0
384,1,410,20,7,2,1,599.99,0.1,10.0,539.99,4,Completed,2016-08-20,2016-08-22,2016-08-23,Completed,3.0,1.0
384,2,410,21,7,2,2,269.99,0.2,20.0,431.98,4,Completed,2016-08-20,2016-08-22,2016-08-23,Completed,3.0,1.0
384,3,410,8,7,2,1,1799.99,0.05,5.0,1709.99,4,Completed,2016-08-20,2016-08-22,2016-08-23,Completed,3.0,1.0
384,4,410,15,7,2,1,529.99,0.1,10.0,476.99,4,Completed,2016-08-20,2016-08-22,2016-08-23,Completed,3.0,1.0
384,5,410,4,7,2,1,2899.99,0.2,20.0,2319.99,4,Completed,2016-08-20,2016-08-22,2016-08-23,Completed,3.0,1.0
385,1,1274,21,7,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-08-20,2016-08-23,2016-08-22,Completed,2.0,-1.0
385,2,1274,7,7,2,2,3999.99,0.2,20.0,6399.98,4,Completed,2016-08-20,2016-08-23,2016-08-22,Completed,2.0,-1.0
385,3,1274,26,7,2,2,599.99,0.05,5.0,1139.98,4,Completed,2016-08-20,2016-08-23,2016-08-22,Completed,2.0,-1.0
386,1,1362,8,6,2,1,1799.99,0.2,20.0,1439.99,4,Completed,2016-08-20,2016-08-23,2016-08-23,Completed,3.0,0.0
386,2,1362,3,6,2,2,999.99,0.05,5.0,1899.98,4,Completed,2016-08-20,2016-08-23,2016-08-23,Completed,3.0,0.0
386,3,1362,16,6,2,2,599.99,0.2,20.0,959.98,4,Completed,2016-08-20,2016-08-23,2016-08-23,Completed,3.0,0.0
387,1,451,18,8,3,1,449.0,0.2,20.0,359.2,4,Completed,2016-08-20,2016-08-21,2016-08-21,Completed,1.0,0.0
388,1,1080,19,8,3,2,449.0,0.2,20.0,718.4,4,Completed,2016-08-21,2016-08-24,2016-08-23,Completed,2.0,-1.0
388,2,1080,13,8,3,2,269.99,0.07,7.0,502.18,4,Completed,2016-08-21,2016-08-24,2016-08-23,Completed,2.0,-1.0
